ticket_id;data_contato;id_cliente;matricula_agente;motivo_contato;csat;comentario_csat
202344;2025-12-14 04:38:17;3864414002;67299;Cancelamento de compra;5;Gostei da agilidade na entrega e no suporte.
593649;2025-12-10 16:04:48;2451973261;75725;Pedido incompleto;5;Achei o design do app muito limpo e moderno.
234159;2025-12-21 11:03:07;2751153225;73697;Boleto não gerado;3;Muito lento o atendimento, a culpa não é da atendente, mas do sistema.
876909;2025-12-26 09:49:46;9109870866;75506;Solicitação de devolução;3;Fiquei mais de 40 minutos esperando para ser atendido por um humano.
371216;2025-12-30 18:24:30;4212367816;83347;Confirmação de pagamento;4;Sem filas, sem espera, direto ao ponto. Perfeito.
860413;2025-12-09 16:53:13;5956804471;40199;Esqueci minha senha;5;Estorno caiu na hora, confiança total.
947609;2025-12-09 09:32:51;6962519567;88278;Solicitação de devolução;5;Gostei da agilidade na entrega e no suporte.
686187;2025-12-10 14:04:42;5942367242;96999;Estorno não realizado;4;O sistema de segurança me passa muita credibilidade.
899977;2025-12-06 11:02:41;5738455979;83137;Esqueci minha senha;5;Muito satisfeito com a solução apresentada.
291961;2025-12-29 00:40:16;3039340985;60699;Problema com vale-presente;3;Péssimo, eu fui roubada, vocês não resolvem absolutamente nada.
812730;2025-12-31 16:27:13;9306517195;27709;Cobrança duplicada no cartão;5;Gosto quando a empresa valoriza o tempo do cliente.
451936;2025-12-20 22:16:33;5084093531;31817;Problema com vale-presente;3;Quer desumanizar mais ainda o atendente coloca um bot de vez.
786224;2025-12-30 19:07:49;6259640788;50233;Pedido incompleto;2;Meu limite sumiu sem aviso prévio.
193637;2025-12-15 17:06:49;2165883683;64221;Nota fiscal não recebida;4;Consegui resolver tudo pelo chat sem precisar ligar.
333049;2025-12-12 05:22:32;6525987378;59657;Rastreamento não atualiza;5;O melhor atendimento que já tive em e-commerce.
472541;2025-12-04 16:19:02;7650880401;66897;Reclamação sobre transportadora;4;O processo foi simples e sem burocracia, me surpreendeu.
334176;2025-12-04 21:44:22;2843253517;72176;Solicitação de devolução;4;Fui atendido prontamente e com muita educação.
880360;2025-12-17 09:01:46;5407212847;14322;Alteração de endereço de entrega;5;Clareza nas informações, sem letras miúdas.
422002;2025-12-05 01:14:06;4370657073;41407;Suspeita de fraude;5;Muito satisfeito com a solução apresentada.
540897;2025-12-05 21:09:33;3312409986;22179;Pedido incompleto;5;Estorno caiu na hora, confiança total.
926372;2025-12-29 03:10:30;3744121107;28897;Cupom de desconto inválido;3;O chat indica falar com um especialista, mas mandam retornar outro dia.
447411;2025-12-30 16:38:51;5626383982;45733;Solicitação de devolução;5;Gostei da agilidade na entrega e no suporte.
489737;2025-12-05 06:27:43;5708063733;95836;Alteração de endereço de entrega;4;O processo foi simples e sem burocracia, me surpreendeu.
373216;2025-12-16 20:05:28;4695579393;62349;Confirmação de pagamento;5;Achei o design do app muito limpo e moderno.
714015;2025-12-26 12:23:21;3147883369;94966;Cobrança duplicada no cartão;5;Gostei da agilidade na entrega e no suporte.
408334;2025-12-14 07:50:04;5730932735;39695;Confirmação de pagamento;2;Quanta burocracia desnecessária! Só continuo aqui porque a empresa exige!
586288;2025-12-14 14:26:29;2983865329;95836;Status do pedido;1;Prometeram resolver em 24h e já faz uma semana.
992562;2025-12-01 20:01:35;1125528733;69350;Pix não aprovado;5;Muito satisfeito com a solução apresentada.
223502;2025-12-02 00:19:53;5394273061;30001;Pix não aprovado;4;O melhor atendimento que já tive em e-commerce.
593393;2025-12-09 00:00:52;4463474778;94620;Status do pedido;5;Finalmente uma empresa que ouve o cliente.
156284;2025-12-17 01:32:42;3035744928;28897;Pedido incompleto;4;O sistema de segurança me passa muita credibilidade.
765213;2025-12-11 10:41:13;2630110128;44903;Esqueci minha senha;3;Demorou UMA HORA para que eu fosse atendida, NÃO resolveu minha solicitação.
711922;2025-12-02 11:03:22;5704787996;34424;Embalagem danificada;2;Prometeram resolver em 24h e já faz uma semana.
708502;2025-12-26 04:05:58;4056206421;79233;Consulta de disponibilidade de estoque;5;Sempre que preciso sou bem atendido.
750803;2025-12-02 08:55:42;5895996264;84798;Agendamento de entrega;2;Atendimento demorado e muito burocrático.
174675;2025-12-17 09:39:18;8438520404;31817;Dúvida sobre frete;5;Atendimento excelente, resolveram meu problema muito rápido.
303993;2025-12-22 05:58:52;3464627621;59156;Agendamento de entrega;3;Primeiro tenho que explicar tudo pra um robô, pra ele falar que não consegue me ajudar.
624788;2025-12-31 22:26:02;1506052958;80487;Boleto não gerado;5;Ótima experiência do usuário (UX).
225636;2025-12-14 23:02:06;5205684275;34885;Produto entregue errado;1;Tudo que tento fazer no App da erro tente mais tarde...
813763;2025-12-20 00:38:26;9499936710;63052;Boleto não gerado;2;Péssimo, eu fui roubada, vocês não resolvem absolutamente nada.
500209;2025-12-06 06:30:33;8594420165;58421;Esqueci minha senha;5;Consegui resolver tudo pelo chat sem precisar ligar.
655575;2025-12-08 05:36:27;7193435472;89873;Agendamento de entrega;4;Nota 10 para o atendimento, superou minhas expectativas.
412848;2025-12-02 01:02:20;6084998783;68660;Cancelamento de compra;2;Meu limite sumiu sem aviso prévio.
533174;2025-12-18 12:59:14;8054244472;63052;Embalagem danificada;5;Nota 10 para o atendimento, superou minhas expectativas.
156688;2025-12-19 08:10:45;4600594033;43771;Solicitação de troca;2;Interface confusa, poluição visual, não acho nada.
995735;2025-12-17 18:01:47;3718004140;27878;Solicitação de devolução;3;Prometeram resolver em 24h e já faz uma semana.
258102;2025-12-17 12:41:18;8312316146;63276;Produto entregue errado;2;Se eu recebo um pagamento, não tem lógica esperar análise de 72h.
244037;2025-12-16 14:07:33;2741435254;95423;Produto entregue errado;3;Péssimo atendimento, já to a 10 dias tentando fazer uma contestação.
310026;2025-12-14 06:23:24;5762623796;94620;Nota fiscal não recebida;4;Fui atendido prontamente e com muita educação.
459315;2025-12-06 13:49:59;9157338139;29516;Solicitação de devolução;2;ATENDIMENTO PESSIMO! Estou a meses tentando alterar meu nome...
529068;2025-12-14 21:21:58;1048739971;83424;Embalagem danificada;5;O melhor atendimento que já tive em e-commerce.
697062;2025-12-25 18:23:46;7754512256;81260;Alteração de endereço de entrega;3;Quer desumanizar mais ainda o atendente coloca um bot de vez.
579798;2025-12-26 17:58:44;3855911777;41111;Confirmação de pagamento;5;Atendimento excelente, resolveram meu problema muito rápido.
250181;2025-12-21 19:36:34;1471747600;94620;Produto entregue errado;2;Se eu pedir ajuda a uma porta talvez consiga resolver mais rápido.
431752;2025-12-28 15:38:47;8052469993;49426;Cancelamento de compra;3;Atendimento insensível, consultor não demonstrou interesse no meu problema grave.
850432;2025-12-30 06:23:08;2976391858;46588;Suspeita de fraude;1;Prometeram resolver em 24h e já faz uma semana.
289117;2025-12-22 22:33:38;7959658977;74309;Cupom de desconto inválido;5;Problema resolvido com eficácia. Parabéns à equipe.
916779;2025-12-06 03:52:15;3887227046;45368;Solicitação de devolução;4;Finalmente uma empresa que ouve o cliente.
184736;2025-12-13 18:00:27;1962916168;21575;Boleto não gerado;5;Finalmente uma empresa que ouve o cliente.
611265;2025-12-15 11:41:01;2411483319;16355;Dificuldade de navegação no site;4;A atendente Maria foi um anjo, resolveu o que ninguém conseguia.
448787;2025-12-13 21:28:20;3577334065;16875;Suspeita de fraude;5;Finalmente uma empresa que ouve o cliente.
761685;2025-12-28 09:09:26;1141139004;28005;Dúvida sobre garantia;4;Sempre que preciso sou bem atendido.
285413;2025-12-18 11:16:30;9400666399;16744;Cupom de desconto inválido;1;Nunca vi um banco que o cliente tem conta a anos e não oferece crédito.
428638;2025-12-24 05:44:38;1461434876;41849;Esqueci minha senha;2;Não é claro o procedimento, confuso!
765320;2025-12-06 23:48:53;1118282957;99979;Confirmação de pagamento;4;Amei a facilidade de navegação no novo app.
160831;2025-12-04 15:40:17;4085570264;50102;Esqueci minha senha;4;Muito bom, recomendo a todos.
104942;2025-12-21 21:07:33;3512990442;86459;Cancelamento de compra;1;Bloquearam a conta por receber depósito, e não consegui desbloquear.
574012;2025-12-13 15:36:55;1349197256;68897;Erro ao finalizar compra;5;O melhor atendimento que já tive em e-commerce.
386814;2025-12-25 03:43:44;1972472567;32224;Boleto não gerado;4;Fui atendido prontamente e com muita educação.
319553;2025-12-04 04:47:32;2167788076;46588;Pedido incompleto;4;Estorno caiu na hora, confiança total.
898169;2025-12-02 01:26:03;8154915382;83347;Pix não aprovado;2;Atendimento demorado e muito burocrático.
911117;2025-12-16 13:50:01;8873666146;97701;Alteração de endereço de entrega;4;O processo foi simples e sem burocracia, me surpreendeu.
276795;2025-12-18 06:29:35;8239816524;68660;Produto entregue com defeito;1;Movimento minha conta todos os meses e ainda me negam crédito.
704272;2025-12-19 07:38:21;5726142801;60878;Cobrança duplicada no cartão;1;Taxa abusiva que apareceu do nada no meu extrato.
901619;2025-12-09 18:58:15;2139464266;78265;Dúvida sobre garantia;5;Rápido, prático e eficiente.
266131;2025-12-20 13:43:12;4128327051;21575;Alteração de endereço de entrega;3;Impossível falar ou ser atendido por pessoas... saudades do atendimento humano.
613358;2025-12-02 22:38:16;5101751387;97701;Erro ao finalizar compra;3;Bloquearam a conta por receber depósito, e não consegui desbloquear.
923353;2025-12-21 02:30:09;9010007584;94620;Dúvida sobre garantia;2;Pedem documento que já enviei 3 vezes, desorganização total.
900660;2025-12-30 03:04:27;1929903933;89935;Estorno não realizado;3;Grosseria total do atendente ao telefone.
917629;2025-12-12 18:38:17;3338196881;30001;Embalagem danificada;1;Foi embutido um produto em minha conta sem meu consentimento.
192318;2025-12-01 08:21:03;5740482074;42061;Estorno não realizado;3;O chat indica falar com um especialista, mas mandam retornar outro dia.
235691;2025-12-03 22:39:31;3824776052;49187;Atraso na entrega;4;Sempre que preciso sou bem atendido.
744328;2025-12-26 10:55:18;4314250445;24159;Confirmação de pagamento;4;Muito bom, recomendo a todos.
554779;2025-12-13 07:18:02;4916372333;41111;Cancelamento de compra;5;Rápido, prático e eficiente.
764259;2025-12-15 17:53:09;9081840882;43717;Dúvida sobre frete;3;Não é claro o procedimento, confuso!
550268;2025-12-14 10:49:40;8959501234;49187;Atraso na entrega;3;Vocês descontaram uma cesta de serviço que eu não contratei.
522988;2025-12-05 20:54:48;4976407920;60699;Pedido incompleto;4;Muito bom, recomendo a todos.
549865;2025-12-16 18:38:53;9731584225;60934;Produto entregue com defeito;2;Pedem documento que já enviei 3 vezes, desorganização total.
600590;2025-12-16 02:08:12;5143854792;66810;Pedido incompleto;5;Fui atendido prontamente e com muita educação.
501936;2025-12-16 22:09:46;3586522663;94966;Dúvida sobre tamanho/medidas;4;Gostei da agilidade na entrega e no suporte.
104895;2025-12-03 04:51:25;6353452551;97701;Embalagem danificada;2;Demorou UMA HORA para que eu fosse atendida, NÃO resolveu minha solicitação.
139557;2025-12-30 03:20:49;1620105058;20260;Status do pedido;5;Ótima experiência do usuário (UX).
659711;2025-12-26 14:12:10;4305872050;42679;Erro ao finalizar compra;1;Grosseria total do atendente ao telefone.
309100;2025-12-14 23:28:59;9308764420;34424;Status do pedido;5;A atendente Maria foi um anjo, resolveu o que ninguém conseguia.
866151;2025-12-26 11:23:36;1257327471;97513;Solicitação de troca;5;Gostei da agilidade na entrega e no suporte.
491225;2025-12-11 20:01:54;2371174693;84584;Rastreamento não atualiza;4;O sistema de segurança me passa muita credibilidade.
114760;2025-12-05 13:31:35;5615746104;97701;Cupom de desconto inválido;1;Bloquearam a conta por receber depósito, e não consegui desbloquear.
437864;2025-12-18 05:29:03;9853574323;18430;Cobrança duplicada no cartão;2;Prometeram resolver em 24h e já faz uma semana.
893612;2025-12-20 04:49:50;5708007278;62871;Nota fiscal não recebida;2;Atendimento demorado e muito burocrático.
973703;2025-12-30 11:10:00;1428162447;90601;Agendamento de entrega;2;Fiquei mais de 40 minutos esperando para ser atendido por um humano.
656829;2025-12-21 01:54:47;2641354324;20260;Esqueci minha senha;4;O sistema de segurança me passa muita credibilidade.
299834;2025-12-29 05:06:27;5637866661;52973;Cobrança duplicada no cartão;5;Nota 10 para o atendimento, superou minhas expectativas.
118786;2025-12-26 17:26:51;8675984637;68955;Dúvida sobre frete;3;Cobrando duas vezes a mesma fatura.
809621;2025-12-21 09:56:48;3128209545;92594;Suspeita de fraude;5;Muito bom, recomendo a todos.
104324;2025-12-17 03:04:13;4029778660;97513;Alteração de dados cadastrais;5;Amei a facilidade de navegação no novo app.
757128;2025-12-13 20:41:28;5876328741;67978;Estorno não realizado;5;O processo foi simples e sem burocracia, me surpreendeu.
869238;2025-12-21 12:05:03;9187119152;28897;Solicitação de devolução;1;Parece que estou falando com um robô o tempo todo, zero empatia.
360909;2025-12-02 10:57:29;1018503182;43771;Estorno não realizado;3;Parece que estou falando com um robô o tempo todo, zero empatia.
337256;2025-12-03 22:58:13;5674062173;96847;Status do pedido;5;Atendimento excelente, resolveram meu problema muito rápido.
827213;2025-12-07 23:48:31;1395204173;27878;Consulta de disponibilidade de estoque;5;O melhor atendimento que já tive em e-commerce.
461076;2025-12-14 08:13:11;7586837861;48528;Reclamação sobre transportadora;5;Atendimento excelente, resolveram meu problema muito rápido.
427252;2025-12-25 15:29:42;6579480153;48286;Reclamação sobre transportadora;5;O sistema de segurança me passa muita credibilidade.
235193;2025-12-29 06:51:09;3994452858;16355;Problema com vale-presente;2;A fila de espera nunca anda, desisti.
207697;2025-12-09 15:45:48;3609501814;46020;Alteração de dados cadastrais;4;Gosto quando a empresa valoriza o tempo do cliente.
502181;2025-12-30 14:54:04;9460023916;74309;Atraso na entrega;1;Atendimento insensível, consultor não demonstrou interesse no meu problema grave.
627786;2025-12-28 18:39:00;7485728824;74981;Produto entregue errado;4;Atendimento excelente, resolveram meu problema muito rápido.
717265;2025-12-15 05:11:52;7403192791;10319;Estorno não realizado;4;Sem filas, sem espera, direto ao ponto. Perfeito.
420984;2025-12-10 15:00:35;2841266620;94966;Atraso na entrega;5;Suporte técnico nota mil.
275133;2025-12-16 22:36:37;3599298365;29122;Pix não aprovado;5;Estorno caiu na hora, confiança total.
168458;2025-12-17 23:33:37;1342270638;22179;Produto entregue errado;5;A atendente foi muito simpática e prestativa.
963862;2025-12-03 16:16:54;7439517615;34424;Dúvida sobre tamanho/medidas;3;Bloquearam a conta por receber depósito, e não consegui desbloquear.
147939;2025-12-03 23:20:12;9529261412;84584;Confirmação de pagamento;2;O chat indica falar com um especialista, mas mandam retornar outro dia.
412687;2025-12-24 21:15:29;2229511931;18229;Estorno não realizado;5;Atendimento excelente, resolveram meu problema muito rápido.
404955;2025-12-28 19:15:10;1651768832;64827;Solicitação de devolução;2;Muito lento o atendimento, a culpa não é da atendente, mas do sistema.
578073;2025-12-20 00:24:43;6791123870;40959;Solicitação de devolução;2;Demora de responder e se não falar em 3 minutos, para tudo...
863187;2025-12-24 07:55:26;4766594237;41111;Agendamento de entrega;2;Grosseria total do atendente ao telefone.
645561;2025-12-27 06:01:48;9916932604;66659;Alteração de endereço de entrega;4;Muito satisfeito com a solução apresentada.
725339;2025-12-17 06:34:25;2019919842;98575;Status do pedido;1;Foi embutido um produto em minha conta sem meu consentimento.
649577;2025-12-17 07:53:28;9246686215;78122;Boleto não gerado;5;O sistema de segurança me passa muita credibilidade.
454245;2025-12-10 21:42:34;6230389653;98575;Suspeita de fraude;5;Clareza nas informações, sem letras miúdas.
554730;2025-12-01 06:00:50;5515725036;67978;Reclamação sobre transportadora;5;Problema resolvido com eficácia. Parabéns à equipe.
820141;2025-12-17 06:16:02;3842794212;99682;Esqueci minha senha;1;Aplicativo ruim para digitar, o teclado cobre a área de escrever.
240288;2025-12-22 16:20:04;2668749668;82334;Estorno não realizado;5;Fui atendido prontamente e com muita educação.
459381;2025-12-15 02:41:49;6774128207;71303;Boleto não gerado;5;O sistema de segurança me passa muita credibilidade.
613989;2025-12-28 01:46:29;2388025958;49187;Status do pedido;5;Fui atendido prontamente e com muita educação.
476701;2025-12-03 09:17:31;1322344974;52831;Solicitação de devolução;5;Consegui resolver tudo pelo chat sem precisar ligar.
886553;2025-12-31 10:56:23;6855260801;96847;Consulta de disponibilidade de estoque;5;O processo foi simples e sem burocracia, me surpreendeu.
297579;2025-12-25 12:23:14;4473452038;11341;Embalagem danificada;1;Banco cobra sempre valores de cesta que não contratamos.
272892;2025-12-22 03:08:26;9202622469;22179;Atraso na entrega;5;Finalmente uma empresa que ouve o cliente.
951452;2025-12-12 07:49:42;7124274722;34885;Esqueci minha senha;1;Chat perde a conexão muito rápido. Se eu olhar outra tela ele desconecta.
522986;2025-12-04 16:35:03;7891313799;94620;Cupom de desconto inválido;3;Demora de responder e se não falar em 3 minutos, para tudo...
120053;2025-12-17 09:31:33;3567893482;53903;Boleto não gerado;5;Clareza nas informações, sem letras miúdas.
339513;2025-12-22 18:01:54;5214057224;79006;Status do pedido;3;Prometeram resolver em 24h e já faz uma semana.
335217;2025-12-11 08:33:21;5426502879;92130;Rastreamento não atualiza;1;O chat indica falar com um especialista, mas mandam retornar outro dia.
862491;2025-12-20 23:07:34;6758404906;60468;Consulta de disponibilidade de estoque;5;Clareza nas informações, sem letras miúdas.
237579;2025-12-10 10:20:11;7233791558;88547;Pix não aprovado;5;Nota 10 para o atendimento, superou minhas expectativas.
321449;2025-12-05 10:20:11;9233514739;90601;Cupom de desconto inválido;2;Meu limite sumiu sem aviso prévio.
869735;2025-12-06 19:21:31;6189210487;13930;Alteração de dados cadastrais;5;O aplicativo é muito intuitivo e fácil de usar.
718337;2025-12-12 16:05:14;7463349293;87221;Pedido incompleto;3;Lentidão absurda para carregar a página inicial.
629146;2025-12-03 11:31:44;4807543044;23020;Consulta de disponibilidade de estoque;3;Parece que estou falando com um robô o tempo todo, zero empatia.
277193;2025-12-29 20:35:30;6086235198;68897;Produto entregue errado;2;Atendimento insensível, consultor não demonstrou interesse no meu problema grave.
229144;2025-12-20 21:09:47;5666147051;49187;Embalagem danificada;1;Foi embutido um produto em minha conta sem meu consentimento.
484398;2025-12-23 14:23:54;5965249795;50776;Estorno não realizado;2;Se eu pedir ajuda a uma porta talvez consiga resolver mais rápido.
845652;2025-12-30 08:28:35;2736057295;64029;Produto entregue com defeito;1;Foi embutido um produto em minha conta sem meu consentimento.
782141;2025-12-11 13:13:32;6848136102;43771;Esqueci minha senha;5;Gosto quando a empresa valoriza o tempo do cliente.
930605;2025-12-28 21:54:05;2576074022;68147;Embalagem danificada;5;Gostei da agilidade na entrega e no suporte.
139178;2025-12-03 08:05:04;6407323241;31817;Status do pedido;5;Gostei da agilidade na entrega e no suporte.
493417;2025-12-09 05:41:56;4753650032;70699;Status do pedido;5;Muito satisfeito com a solução apresentada.
771425;2025-12-25 08:08:02;3046169433;22168;Dificuldade de navegação no site;1;Nunca vi um banco que o cliente tem conta a anos e não oferece crédito.
368214;2025-12-17 20:21:53;3849010026;92594;Produto entregue errado;5;Gostei da agilidade na entrega e no suporte.
908713;2025-12-20 16:07:40;5651462936;59156;Esqueci minha senha;5;Gostei da agilidade na entrega e no suporte.
660708;2025-12-23 04:22:21;2178772608;41407;Problema com vale-presente;3;Atendimento insensível, consultor não demonstrou interesse no meu problema grave.
753404;2025-12-04 23:57:10;4602756961;74479;Produto entregue com defeito;1;Não consigo achar a opção de cancelar, escondem de propósito.
150947;2025-12-10 14:06:51;8810019121;34885;Solicitação de troca;5;Nota 10 para o atendimento, superou minhas expectativas.
722774;2025-12-22 12:04:05;6068201504;48528;Suspeita de fraude;5;Muito bom, recomendo a todos.
150290;2025-12-29 23:56:05;4470448240;50757;Dúvida sobre tamanho/medidas;5;A atendente foi muito simpática e prestativa.
794125;2025-12-23 10:53:03;4766466385;38460;Suspeita de fraude;1;Péssimo, pessoas que atuam como máquinas, serviço repetitivo.
213365;2025-12-19 03:53:06;8785619579;78265;Pedido incompleto;1;Fui roubada via pix, contestei em menos de meia hora e nao fui restituido.
785315;2025-12-25 12:21:15;3574854627;43717;Esqueci minha senha;4;Problema resolvido com eficácia. Parabéns à equipe.
976735;2025-12-10 19:23:25;8182541746;36706;Embalagem danificada;4;Finalmente uma empresa que ouve o cliente.
120700;2025-12-17 17:17:59;5725712173;68440;Alteração de endereço de entrega;1;Os apps estão péssimo, toda hora trava, da erro muito ruim.
150578;2025-12-27 12:39:07;1604381788;84798;Cobrança duplicada no cartão;3;Atendimento demorado e muito burocrático.
823255;2025-12-03 16:51:02;7320956570;48286;Status do pedido;4;Gostei da agilidade na entrega e no suporte.
221414;2025-12-25 20:49:25;1723704269;60468;Boleto não gerado;5;Achei o design do app muito limpo e moderno.
537020;2025-12-23 18:55:21;1478118677;68660;Cupom de desconto inválido;3;Prometeram resolver em 24h e já faz uma semana.
565897;2025-12-31 16:09:56;1692940438;80487;Pedido incompleto;4;Atendimento excelente, resolveram meu problema muito rápido.
498724;2025-12-16 23:58:16;1985130103;74981;Pix não aprovado;5;O melhor atendimento que já tive em e-commerce.
229598;2025-12-16 06:57:04;3371741913;64136;Atraso na entrega;5;A atendente foi muito simpática e prestativa.
673867;2025-12-05 17:57:06;1777308752;95354;Boleto não gerado;2;Fui roubada via pix, contestei em menos de meia hora e nao fui restituido.
365015;2025-12-14 14:33:35;3388286985;18430;Cupom de desconto inválido;2;Foi embutido um produto em minha conta sem meu consentimento.
597440;2025-12-21 10:11:34;2219377735;28897;Boleto não gerado;5;A atendente foi muito simpática e prestativa.
835962;2025-12-21 02:06:34;7597284680;18372;Dúvida sobre frete;3;Os apps estão péssimo, toda hora trava, da erro muito ruim.
260565;2025-12-27 08:33:46;7318079236;49629;Cancelamento de compra;5;Adorei a nova funcionalidade de pix, muito rápida.
315477;2025-12-21 22:00:54;4720851289;14322;Atraso na entrega;4;O melhor atendimento que já tive em e-commerce.
828961;2025-12-08 14:25:35;3259190770;37689;Cupom de desconto inválido;2;O chat indica falar com um especialista, mas mandam retornar outro dia.
819050;2025-12-20 08:32:29;7852600891;16977;Suspeita de fraude;5;Amei a facilidade de navegação no novo app.
760929;2025-12-10 08:35:24;1137223267;72176;Cobrança duplicada no cartão;5;O sistema de segurança me passa muita credibilidade.
109756;2025-12-02 12:32:42;2172180491;68660;Embalagem danificada;4;Muito satisfeito com a solução apresentada.
415743;2025-12-13 04:18:25;9757497260;37235;Embalagem danificada;1;Respostas frias que parecem vir de uma máquina, sem qualquer acolhimento.
541315;2025-12-20 18:58:30;6445917955;64221;Pix não aprovado;5;Muito bom, recomendo a todos.
793805;2025-12-17 03:45:36;1497451839;97253;Atraso na entrega;3;Interface confusa, poluição visual, não acho nada.
205885;2025-12-03 23:46:00;4357613488;86996;Solicitação de devolução;4;Atendimento excelente, resolveram meu problema muito rápido.
794663;2025-12-29 10:16:06;4025937839;88547;Boleto não gerado;5;Muito bom, recomendo a todos.
645583;2025-12-28 16:59:06;5020143092;89873;Consulta de disponibilidade de estoque;3;Meu limite sumiu sem aviso prévio.
383091;2025-12-08 06:29:37;8620574752;53290;Reclamação sobre transportadora;5;Gosto quando a empresa valoriza o tempo do cliente.
753050;2025-12-05 04:05:06;6129221394;97701;Cupom de desconto inválido;5;O sistema de segurança me passa muita credibilidade.
735053;2025-12-18 09:55:58;9348038100;74981;Consulta de disponibilidade de estoque;3;Nunca vi um banco que o cliente tem conta a anos e não oferece crédito.
243826;2025-12-17 21:14:17;4984207486;53214;Alteração de endereço de entrega;3;Quer desumanizar mais ainda o atendente coloca um bot de vez.
539170;2025-12-19 10:55:02;3542829706;34885;Suspeita de fraude;5;Gostei da agilidade na entrega e no suporte.
971002;2025-12-18 05:25:03;9287057448;68147;Agendamento de entrega;2;A informação que o chat me passou não é a mesma do extrato.
210010;2025-12-21 16:44:03;2242397912;28897;Alteração de endereço de entrega;1;Quanta burocracia desnecessária! Só continuo aqui porque a empresa exige!
636435;2025-12-07 00:01:30;5211405428;41849;Embalagem danificada;5;Achei o design do app muito limpo e moderno.
853681;2025-12-21 21:22:13;2031926400;67299;Estorno não realizado;5;Sem filas, sem espera, direto ao ponto. Perfeito.
747703;2025-12-25 00:05:46;3321212528;92130;Problema com vale-presente;5;Sem filas, sem espera, direto ao ponto. Perfeito.
223453;2025-12-31 16:19:20;4657110154;84101;Esqueci minha senha;1;Banco cobra sempre valores de cesta que não contratamos.
396439;2025-12-30 15:10:44;2288928005;11341;Cancelamento de compra;2;ATENDIMENTO PESSIMO! Estou a meses tentando alterar meu nome...
219550;2025-12-01 09:42:04;7966693265;28005;Dúvida sobre garantia;1;Respostas frias que parecem vir de uma máquina, sem qualquer acolhimento.
922880;2025-12-15 14:22:48;2414884090;62871;Dúvida sobre garantia;5;A atendente Maria foi um anjo, resolveu o que ninguém conseguia.
211425;2025-12-18 03:48:46;2293997583;32224;Status do pedido;4;Sempre que preciso sou bem atendido.
621917;2025-12-23 00:38:44;7928917961;16977;Solicitação de troca;3;O aplicativo fecha sozinho quando tento ver o extrato.
308296;2025-12-24 20:23:03;8111548844;64827;Atraso na entrega;1;Falta de vontade de resolver, me jogam de um setor para o outro.
738584;2025-12-31 21:46:20;6531536539;73697;Alteração de endereço de entrega;4;O processo foi simples e sem burocracia, me surpreendeu.
309452;2025-12-06 10:36:32;7681552538;30001;Rastreamento não atualiza;4;Sem filas, sem espera, direto ao ponto. Perfeito.
915749;2025-12-19 08:59:02;8730371816;44903;Pix não aprovado;1;Se eu pedir ajuda a uma porta talvez consiga resolver mais rápido.
375769;2025-12-30 08:52:52;1156391160;74479;Confirmação de pagamento;5;Estorno caiu na hora, confiança total.
971889;2025-12-08 15:55:32;9955017329;40199;Rastreamento não atualiza;2;Se eu pedir ajuda a uma porta talvez consiga resolver mais rápido.
648558;2025-12-19 23:33:47;3620974404;27709;Dúvida sobre frete;5;A atendente Maria foi um anjo, resolveu o que ninguém conseguia.
311469;2025-12-02 18:55:36;5391916809;79769;Produto entregue errado;5;A atendente Maria foi um anjo, resolveu o que ninguém conseguia.
475308;2025-12-07 15:50:25;6773951619;66659;Rastreamento não atualiza;4;Clareza nas informações, sem letras miúdas.
837606;2025-12-05 21:37:28;9697040266;22039;Produto entregue com defeito;2;Atendimento insensível, consultor não demonstrou interesse no meu problema grave.
529660;2025-12-31 01:46:25;5275153657;53290;Reclamação sobre transportadora;3;Os apps estão péssimo, toda hora trava, da erro muito ruim.
409698;2025-12-24 14:41:44;1626674261;45778;Produto entregue errado;5;Problema resolvido com eficácia. Parabéns à equipe.
268163;2025-12-08 05:32:53;8381865861;63276;Cancelamento de compra;2;Falta de vontade de resolver, me jogam de um setor para o outro.
141319;2025-12-24 08:25:28;8389476592;13930;Alteração de dados cadastrais;5;O processo foi simples e sem burocracia, me surpreendeu.
674765;2025-12-20 10:12:12;5353983527;97305;Status do pedido;5;Atendimento excelente, resolveram meu problema muito rápido.
620465;2025-12-12 14:20:21;8792450228;49426;Dúvida sobre tamanho/medidas;5;Amei a facilidade de navegação no novo app.
317782;2025-12-25 06:47:33;7668149752;88547;Dúvida sobre frete;4;Tudo certo, consegui tirar minha dúvida em poucos minutos.
821634;2025-12-26 06:58:52;9408779910;88547;Cancelamento de compra;5;Fui atendido prontamente e com muita educação.
604012;2025-12-17 09:58:34;9224718806;60293;Rastreamento não atualiza;5;A atendente foi muito simpática e prestativa.
446663;2025-12-10 03:15:13;8663286117;35444;Produto entregue errado;3;Demora de responder e se não falar em 3 minutos, para tudo...
345896;2025-12-04 09:06:47;4299204248;78265;Produto entregue com defeito;2;Atendimento sem ação nenhuma, era mais fácil ser atendido pelo bot.
102871;2025-12-29 21:19:50;2195106251;16875;Dúvida sobre garantia;1;Grosseria total do atendente ao telefone.
113368;2025-12-31 05:51:48;4163547418;36818;Cupom de desconto inválido;1;Lentidão absurda para carregar a página inicial.
804258;2025-12-18 15:36:00;8877466409;31202;Embalagem danificada;5;Nota 10 para o atendimento, superou minhas expectativas.
